TIME,farm_unique_name,Wind120
2023-11-02,LTAC,2.7923809523809524
2023-11-02,LTAF,3.0352380952380953
2023-11-02,LTAI,2.940952380952381
2023-11-02,LTBA,5.3933333333333335
2023-11-02,LTBJ,7.479047619047619
2023-11-02,LTCF,2.4223809523809523
2023-11-02,LTCG,3.0247619047619048
2023-11-02,LTDA,2.1142857142857143
2023-11-02,LTFM,5.842380952380952
2023-11-02,ada_2_res,3.4161904761904758
2023-11-02,ada_res,9.125714285714285
2023-11-02,adana_beykoy,4.058095238095238
2023-11-02,adapazari_eih,2.2561904761904765
2023-11-02,adapazari_res,4.728095238095238
2023-11-02,adc_veri_merkezi,3.9023809523809527
2023-11-02,adiyaman_eih,2.664285714285714
2023-11-02,air_4_res,7.575238095238096
2023-11-02,akbuk_2_res,9.712380952380952
2023-11-02,akbuk_res_antik,10.404285714285715
2023-11-02,akbuk_res_ayen,9.074761904761905
2023-11-02,akca_res,10.046190476190477
2023-11-02,akca_vtc_res,10.046190476190477
2023-11-02,akdag_res,5.9819047619047625
2023-11-02,akhisar_res,5.935238095238096
2023-11-02,akkus_res,5.320952380952381
2023-11-02,aksehir_eih,4.704761904761905
2023-11-02,aksu_res,5.899047619047619
2023-11-02,akyel_1_RES,6.9157142857142855
2023-11-02,akyel_2_res,6.9157142857142855
2023-11-02,akyurt_res,8.741904761904763
2023-11-02,alacati_res_egenda,7.682380952380953
2023-11-02,alacati_res_euas,7.857619047619047
2023-11-02,alares_2_res,5.1590476190476195
2023-11-02,aliaga_res,9.813333333333334
2023-11-02,aliaga_vtc_res,9.813333333333334
2023-11-02,alibeyhuyug_res,9.264761904761905
2023-11-02,altinordu_eih,4.6033333333333335
2023-11-02,amasya_res,3.8057142857142856
2023-11-02,amasya_res_eih,2.7914285714285714
2023-11-02,anadolu_isuzu_ges,5.275714285714286
2023-11-02,andoz_res,2.0090476190476187
2023-11-02,arapkir_res,3.2838095238095235
2023-11-02,ardicli_res,6.967142857142857
2023-11-02,arkun_hes,0.6319047619047619
2023-11-02,arzu_res,3.568095238095238
2023-11-02,atakale_res,5.108095238095238
2023-11-02,atakum_baran,3.594285714285714
2023-11-02,atik_res,3.129047619047619
2023-11-02,avrupa_veri_merkezi,5.154285714285714
2023-11-02,ayancik_eih,3.9666666666666663
2023-11-02,aydos_res,5.586190476190477
2023-11-02,ayvalik_res,7.563333333333333
2023-11-02,ayyıldız_res,3.644285714285714
2023-11-02,azom_ges,8.897619047619047
2023-11-02,bafa_res,8.425238095238095
2023-11-02,bagarasi_res,9.127619047619048
2023-11-02,baglama_res,1.4114285714285715
2023-11-02,baglar_res,6.556666666666667
2023-11-02,baglum_eih,4.534285714285714
2023-11-02,balabanli_res,4.536190476190476
2023-11-02,balikesir_res,7.747619047619047
2023-11-02,bandirma_3_res,3.761428571428571
2023-11-02,bandirma_4_res,6.241904761904761
2023-11-02,bandirma_dgcs,3.578095238095238
2023-11-02,bandirma_ges,3.4666666666666663
2023-11-02,bandirma_res_bilgin,5.137619047619047
2023-11-02,barbaros_res,4.741428571428571
2023-11-02,bayra_hes,1.3142857142857143
2023-11-02,belen_res,3.9895238095238095
2023-11-02,bereketli_res,9.222857142857142
2023-11-02,berg_res,11.176666666666668
2023-11-02,bergama_res,10.15857142857143
2023-11-02,bergama_res_vento,8.355238095238096
2023-11-02,biga_res,3.3566666666666665
2023-11-02,bozcaada_res,7.952857142857143
2023-11-02,bozok_eih,5.630952380952381
2023-11-02,bozuyuk_1_res,6.404285714285715
2023-11-02,bozuyuk_2_res,4.285238095238095
2023-11-02,bozyaka_res,10.02095238095238
2023-11-02,burgaz_res,3.529047619047619
2023-11-02,caglayan_eih,1.78
2023-11-02,cambasi_hes,2.389047619047619
2023-11-02,camseki_res,7.427142857142857
2023-11-02,canakkale_res,7.924285714285714
2023-11-02,candir_res,4.725714285714285
2023-11-02,canta_res,5.059523809523809
2023-11-02,catalca_res,5.099523809523809
2023-11-02,cataltepe_res,5.32
2023-11-02,cataltepe_res_alize,8.74904761904762
2023-11-02,caygoren_hes,6.9590476190476185
2023-11-02,caypinar_res,5.598571428571429
2023-11-02,cercikaya_res,3.1928571428571426
2023-11-02,cercikaya_vtc_res,3.1928571428571426
2023-11-02,cerit_res,2.599047619047619
2023-11-02,cerkes_res,8.645714285714286
2023-11-02,cesme_res_1_demirer,9.314285714285713
2023-11-02,cesme_res_2_vega,8.006666666666666
2023-11-02,cide_eih,4.934285714285714
2023-11-02,cirakdami_hes_reg,2.5238095238095237
2023-11-02,dagdelen_hes,5.300476190476191
2023-11-02,dagpazari_res,3.3852380952380954
2023-11-02,daranhavza_eih,0.7828571428571429
2023-11-02,dares_res,4.382380952380952
2023-11-02,datca_res,4.11
2023-11-02,demirciler_res,3.149047619047619
2023-11-02,demircili_res,8.890952380952381
2023-11-02,denizli_eih,7.693333333333333
2023-11-02,denizli_res,8.232380952380952
2023-11-02,dereli_hes_reg,8.683333333333334
